index,top_pairs,processed_func
137793,"[(184492, 35.633931851977366), (185578, 23.92119866534628), (185577, 22.939363416723708), (185580, 20.06394853628437), (185442, 19.183081771184955), (185448, 18.69986612113321), (184327, 18.47891151888051), (184675, 18.099927156513075), (184352, 18.001657845157474), (186402, 17.49645012994104), (185198, 15.7398585357358), (185570, 15.022833159475606), (185539, 14.800844737780336), (185579, 14.659515347704666), (185568, 14.561824547986527), (185927, 14.426284714009984), (185437, 14.30620174136284), (184677, 14.102348511279125), (178834, 13.536036471905676), (178835, 13.447169847247192)]","base::string16 AssembleTabAccessibilityLabel(const base::string16& title,
                                             bool is_crashed,
                                             bool is_network_error,
                                             TabAlertState alert_state) {
  if (is_crashed)
    return l10n_util::GetStringFUTF16(IDS_TAB_AX_LABEL_CRASHED_FORMAT, title);

  if (is_network_error) {
    return l10n_util::GetStringFUTF16(IDS_TAB_AX_LABEL_NETWORK_ERROR_FORMAT,
                                      title);
  }

  switch (alert_state) {
    case TabAlertState::AUDIO_PLAYING:
      return l10n_util::GetStringFUTF16(IDS_TAB_AX_LABEL_AUDIO_PLAYING_FORMAT,
                                        title);
    case TabAlertState::USB_CONNECTED:
      return l10n_util::GetStringFUTF16(IDS_TAB_AX_LABEL_USB_CONNECTED_FORMAT,
                                        title);
    case TabAlertState::BLUETOOTH_CONNECTED:
      return l10n_util::GetStringFUTF16(
          IDS_TAB_AX_LABEL_BLUETOOTH_CONNECTED_FORMAT, title);
    case TabAlertState::MEDIA_RECORDING:
      return l10n_util::GetStringFUTF16(IDS_TAB_AX_LABEL_MEDIA_RECORDING_FORMAT,
                                        title);
    case TabAlertState::AUDIO_MUTING:
      return l10n_util::GetStringFUTF16(IDS_TAB_AX_LABEL_AUDIO_MUTING_FORMAT,
                                        title);
    case TabAlertState::TAB_CAPTURING:
      return l10n_util::GetStringFUTF16(IDS_TAB_AX_LABEL_TAB_CAPTURING_FORMAT,
                                        title);
    case TabAlertState::NONE:
      return title;
  }

  NOTREACHED();
  return base::string16();
}
"
113643,"[(184487, 40.234992074692364), (183806, 14.378074676035926), (183807, 14.378074676035926), (182223, 11.611022064084947), (183805, 9.80030511187586), (183804, 9.80030511187586), (183799, 8.86015052401616), (183811, 8.323805014949578), (183812, 8.323805014949578), (183797, 7.899904720552539), (187337, 7.37634949831367), (187321, 6.844289664051454), (187320, 6.6761599886549), (178695, 5.850870931209511), (183810, 5.772327576845517), (183809, 5.772327576845517), (187338, 5.523068645864684), (187147, 5.218382357101362), (185935, 5.032251622885237), (183792, 4.949529657406881)]","PassRefPtr<AccessibilityUIElement> AccessibilityUIElement::uiElementAttributeValue(JSStringRef attribute) const
{
    return 0;
}
"
171622,"[(184708, 63.595286026125834), (188622, 55.06001061029525), (184704, 51.78612938055096), (188613, 41.13300170452535), (188604, 36.10354289168597), (188614, 31.64468560085095), (183973, 25.961216148030097), (185559, 24.036752638055276), (185560, 23.3884852187575), (188621, 18.881385495153456), (184526, 17.550100796632588), (183748, 17.49121747970845), (183970, 16.299688679869703), (183972, 15.767414213538716), (183944, 15.552046923086651), (183950, 15.382451254672647), (183968, 15.308888583814753), (184705, 14.268256953215236), (183926, 14.149037725635893), (183928, 13.502141101727894)]"," virtual void TearDown() {
 }
"
72961,"[(181856, 36.76808543709784), (181858, 26.74202191844564), (180952, 26.701773977942985), (181859, 26.19617640217019), (178299, 25.176181446321504), (181917, 24.58142989354192), (180507, 20.904248493552664), (181900, 19.278423504750414), (178191, 19.206179253269575), (179708, 19.053805419250804), (178147, 18.904263864809682), (179946, 18.442476971964787), (178268, 18.333466533957292), (178290, 18.314711247397398), (178538, 18.280991548928892), (177975, 18.270685807251315), (179947, 18.21195426356291), (179038, 17.301047087419786), (181855, 17.061653180974627), (181898, 16.510771996049066)]","static int pnm_getbitstr(jas_stream_t *in, int *val)
{
	int c;
	int_fast32_t v;
	for (;;) {
		if ((c = pnm_getc(in)) == EOF) {
			return -1;
		}
		if (c == '#') {
			for (;;) {
				if ((c = pnm_getc(in)) == EOF) {
					return -1;
				}
				if (c == '\n') {
					break;
				}
			}
		} else if (c == '0' || c == '1') {
			v = c - '0';
			break;
		}
	}
	if (val) {
		*val = v;
	}
	return 0;
}
"
73022,"[(181989, 38.108695902702095), (180099, 34.156266426886205), (183112, 33.63449100840647), (183293, 28.792264382785564), (181994, 27.406936065072458), (182907, 23.667845058991542), (178512, 21.399373464369873), (182906, 19.368662672307355), (178510, 18.02506250116405), (182910, 17.99844944524387), (179088, 11.698684788550008), (177811, 10.951259429208017), (188513, 9.44505660568099), (179886, 8.068656745629795), (181219, 7.43849327550688), (179296, 7.3134140496578555), (178024, 6.786677643099958), (181331, 6.674460403352422), (182390, 6.5684159925236445), (182885, 6.555084187887671)]","static void _gdImageFillTiled(gdImagePtr im, int x, int y, int nc)
{
	int l, x1, x2, dy;
	int oc;   /* old pixel value */
	int wx2,wy2;
	/* stack of filled segments */
	struct seg *stack;
	struct seg *sp;
	char *pts;

	if (!im->tile) {
		return;
	}

	wx2=im->sx;
	wy2=im->sy;

	if(overflow2(im->sy, im->sx)) {
		return;
	}

	if(overflow2(sizeof(struct seg), ((im->sy * im->sx) / 4))) {
		return;
	}

	pts = (char *) gdCalloc(im->sy * im->sx, sizeof(char));
	if (!pts) {
		return;
	}

	stack = (struct seg *)gdMalloc(sizeof(struct seg) * ((int)(im->sy*im->sx)/4));
	if (!stack) {
		gdFree(pts);
		return;
	}
	sp = stack;

	oc = gdImageGetPixel(im, x, y);

	/* required! */
	FILL_PUSH(y,x,x,1);
	/* seed segment (popped 1st) */
	FILL_PUSH(y+1, x, x, -1);
	while (sp>stack) {
		FILL_POP(y, x1, x2, dy);
		for (x=x1; x>=0 && (!pts[y + x*wy2] && gdImageGetPixel(im,x,y)==oc); x--) {
			nc = gdImageTileGet(im,x,y);
			pts[y + x*wy2]=1;
			gdImageSetPixel(im,x, y, nc);
		}
		if (x>=x1) {
			goto skip;
		}
		l = x+1;

		/* leak on left? */
		if (l<x1) {
			FILL_PUSH(y, l, x1-1, -dy);
		}
		x = x1+1;
		do {
			for (; x<wx2 && (!pts[y + x*wy2] && gdImageGetPixel(im,x, y)==oc) ; x++) {
				if (pts[y + x*wy2]) {
					/* we should never be here */
					break;
				}
				nc = gdImageTileGet(im,x,y);
				pts[y + x*wy2]=1;
				gdImageSetPixel(im, x, y, nc);
			}
			FILL_PUSH(y, l, x-1, dy);
			/* leak on right? */
			if (x>x2+1) {
				FILL_PUSH(y, x2+1, x-1, -dy);
			}
skip:
			for (x++; x<=x2 && (pts[y + x*wy2] || gdImageGetPixel(im,x, y)!=oc); x++);
			l = x;
		} while (x<=x2);
	}

	gdFree(pts);
	gdFree(stack);
}
"
108436,"[(178687, 22.917164937893634), (183500, 16.767275000585585), (185171, 14.150846562926686), (183768, 13.656056758146228), (187738, 10.070955462739407), (185246, 8.060361884159965), (184212, 8.010284331109633), (186458, 7.252892475304545), (187640, 7.057616299670973), (181416, 7.039350949889088), (187737, 7.0046148281319205), (180703, 6.998228993871909), (184555, 6.96231334874214), (183013, 6.713949241547172), (184386, 6.619909258635228), (186982, 6.07297146395776), (186374, 6.067615276235728), (187146, 5.890311039511908), (178736, 5.607981103203173), (178724, 5.60626930238731)]","void ChromeRenderMessageFilter::OnNaClCreateTemporaryFile(
    IPC::Message* reply_msg) {
  pnacl_file_host::CreateTemporaryFile(this, reply_msg);
}
"
141565,"[(187432, 4.0188095279441765), (185536, 3.519370086342497), (186561, 3.0583697080108947), (179138, 2.9557490752501634), (181470, 2.931297309445425), (184127, 2.822286344041574), (184651, 2.7722674639939444), (186949, 2.7702228416544914), (186806, 2.7352205710126833), (185408, 2.601309841165821), (179387, 2.481445485796082), (183686, 2.4703184479164886), (183684, 2.4630913273107864), (183873, 2.457799700226573), (187346, 2.4483948291709154), (186425, 2.438734327303705), (183682, 2.4146893536749157), (183683, 2.3936857965565803), (182589, 2.3810792932527547), (183681, 2.3661879790256837)]","void TracingControllerImpl::RegisterTracingUI(TracingUI* tracing_ui) {
  DCHECK(tracing_uis_.find(tracing_ui) == tracing_uis_.end());
  tracing_uis_.insert(tracing_ui);
}
"
110443,"[(184205, 19.606550743918074), (181318, 16.514673190222087), (187345, 16.135689889969566), (183653, 12.557378757792497), (178020, 11.239276707742956), (182220, 11.010690917356245), (181317, 9.864572775549085), (184444, 9.61840650078057), (186499, 8.856661721326716), (180173, 8.269979343201053), (184353, 7.819448838121497), (178049, 7.263367297753643), (184815, 7.091229537490216), (180759, 6.949063856019657), (186496, 6.77009975679496), (182271, 6.211228055558965), (185033, 6.080534968035666), (183565, 5.9256010533800545), (182272, 5.702008859613656), (179200, 5.663825320405214)]","void GLES2DecoderImpl::DeleteFramebuffersHelper(
    GLsizei n, const GLuint* client_ids) {
  bool supports_separate_framebuffer_binds =
     feature_info_->feature_flags().chromium_framebuffer_multisample;

  for (GLsizei ii = 0; ii < n; ++ii) {
    FramebufferManager::FramebufferInfo* framebuffer =
        GetFramebufferInfo(client_ids[ii]);
    if (framebuffer && !framebuffer->IsDeleted()) {
      if (framebuffer == bound_draw_framebuffer_) {
        bound_draw_framebuffer_ = NULL;
        state_dirty_ = true;
        GLenum target = supports_separate_framebuffer_binds ?
            GL_DRAW_FRAMEBUFFER_EXT : GL_FRAMEBUFFER;
        glBindFramebufferEXT(target, GetBackbufferServiceId());
      }
      if (framebuffer == bound_read_framebuffer_) {
        bound_read_framebuffer_ = NULL;
        GLenum target = supports_separate_framebuffer_binds ?
            GL_READ_FRAMEBUFFER_EXT : GL_FRAMEBUFFER;
        glBindFramebufferEXT(target, GetBackbufferServiceId());
      }
      RemoveFramebufferInfo(client_ids[ii]);
    }
  }
}
"
158625,"[(186268, 28.80182025078018), (187132, 22.613968525409145), (187137, 15.521196901208196), (186593, 14.371849852218844), (187037, 14.275120414565967), (185375, 7.385605985151396), (185666, 6.711277674614891), (178594, 6.659430578521114), (185585, 6.242731122001178), (187127, 5.98996535198282), (186865, 5.606295503851457), (185486, 5.445366596113409), (186271, 5.386163562487516), (186317, 5.337121192421233), (187251, 5.221395081883396), (185656, 5.099319674290107), (186634, 4.922606326369083), (183627, 4.874133659176456), (186008, 4.827694501142197), (186984, 4.817791115909742)]","const SecurityOrigin* FrameFetchContext::GetSecurityOrigin() const {
  if (!fetch_client_settings_object_)
    return nullptr;
  return fetch_client_settings_object_->GetSecurityOrigin();
}
"
9486,"[(181068, 3.8305090761651837), (181072, 3.82518852837536), (180337, 2.492628742497369), (187499, 2.439311286201184), (181074, 2.166783897050421), (183857, 2.1600307181583287), (180957, 2.157354646154729), (182719, 1.9837909649636438), (188633, 1.9525053304964402), (181069, 1.865344575395759), (187213, 1.8351504968975796), (178139, 1.7038799144299122), (184864, 1.586079008846974), (188554, 1.5651005455310458), (185101, 1.4469853675334619), (179762, 1.4366545345097588), (180472, 1.4242007343558964), (182721, 1.4142880673669729), (184695, 1.3960598612957746), (180167, 1.372108512646844)]","d_to_sfp(double d)
{
	s_fixedpt_t sfp;
	sfp.int_parts = (uint16_t)d;
	sfp.fractions = (uint16_t)((d - sfp.int_parts) * USHRT_MAX);
	sfp.int_parts = htons(sfp.int_parts);
	sfp.fractions = htons(sfp.fractions);
	return sfp;
}
"
7882,"[(183166, 17.18558126518103), (182188, 15.90976103468244), (180738, 12.738869900706593), (186962, 10.709252510454558), (182221, 10.146416731109294), (180721, 10.029436499788453), (180556, 9.827830221961223), (178788, 9.372092573636507), (183394, 9.259159098550265), (180336, 9.209933151160588), (185623, 9.074364433262959), (184593, 8.936948022155873), (185902, 8.83705053568671), (186973, 8.613627783943677), (186968, 8.330039070617454), (180719, 8.27284803721818), (180790, 8.011129588839495), (178781, 7.976661752410963), (184711, 7.666745577569162), (178965, 7.627561365233312)]","static void xbzrle_cache_zero_page(ram_addr_t current_addr)
{
    if (ram_bulk_stage || !migrate_use_xbzrle()) {
        return;
    }

    /* We don't care if this fails to allocate a new cache page
     * as long as it updated an old one */
    cache_insert(XBZRLE.cache, current_addr, ZERO_TARGET_PAGE);
}
"
144587,"[(184467, 8.470890886902954), (184468, 8.454936123889285), (186373, 6.893819091766103), (184870, 6.602701907878377), (185390, 5.909859637659748), (186661, 5.787053102454813), (185391, 5.546909060232442), (183966, 5.123143985128355), (183958, 5.045586871198974), (187020, 4.871093754602147), (184293, 4.677373328340803), (185220, 3.956944792329553), (184869, 3.658375873848505), (183935, 3.6497731721179956), (183605, 3.406805197356329), (187002, 3.363453325119891), (187025, 3.0311867429739947), (183784, 2.940579441140081), (186638, 2.75867716164875), (186637, 2.536697847035626)]","void WebContentsImpl::NotifyFrameSwapped(RenderFrameHost* old_host,
                                         RenderFrameHost* new_host) {
  FOR_EACH_OBSERVER(WebContentsObserver,
                    observers_,
                    RenderFrameHostChanged(old_host, new_host));
}
"
170370,"[(182202, 35.50714539240686), (185539, 31.759848143755338), (185568, 30.99880783419966), (177764, 30.72181777832367), (185927, 30.48221929348359), (177763, 29.99304292507883), (178834, 29.254213368951802), (178835, 28.955790398298337), (178383, 27.8938265890337), (177760, 27.640724571064723), (178375, 27.630835330572218), (177761, 27.593507708259303), (177983, 27.077307090554832), (177757, 26.985735000727022), (180517, 26.79424493732166), (177759, 26.258554693235837), (180988, 26.25805705921516), (186361, 26.121577049085154), (177758, 26.015871831629017), (183335, 25.29208884630334)]","size_t MPEG4Source::parseNALSize(const uint8_t *data) const {
 switch (mNALLengthSize) {
 case 1:
 return *data;
 case 2:
 return U16_AT(data);
 case 3:
 return ((size_t)data[0] << 16) | U16_AT(&data[1]);
 case 4:
 return U32_AT(data);
 }

    CHECK(!""Should not be here."");

 return 0;
}
"
54645,"[(179181, 17.79950957145996), (185777, 17.15217896672275), (185776, 17.14039999711135), (183497, 16.00963496981857), (186551, 15.678215246137775), (179009, 15.446215362620968), (178952, 14.834546899510851), (186412, 14.734804710264196), (182545, 14.034541760137081), (178549, 13.35567274971867), (184461, 13.003736655839326), (179014, 12.85591767469815), (178976, 12.845340608032163), (185514, 12.803890593409431), (186380, 12.719364634478197), (178962, 12.163567574035685), (178990, 12.143238909576244), (177936, 11.816534661802129), (178993, 11.814114680477553), (183147, 11.464105053717361)]","int snd_seq_enqueue_event(struct snd_seq_event_cell *cell, int atomic, int hop)
{
	int dest, err;
	struct snd_seq_queue *q;

	if (snd_BUG_ON(!cell))
		return -EINVAL;
	dest = cell->event.queue;	/* destination queue */
	q = queueptr(dest);
	if (q == NULL)
		return -EINVAL;
	/* handle relative time stamps, convert them into absolute */
	if ((cell->event.flags & SNDRV_SEQ_TIME_MODE_MASK) == SNDRV_SEQ_TIME_MODE_REL) {
		switch (cell->event.flags & SNDRV_SEQ_TIME_STAMP_MASK) {
		case SNDRV_SEQ_TIME_STAMP_TICK:
			cell->event.time.tick += q->timer->tick.cur_tick;
			break;

		case SNDRV_SEQ_TIME_STAMP_REAL:
			snd_seq_inc_real_time(&cell->event.time.time,
					      &q->timer->cur_time);
			break;
		}
		cell->event.flags &= ~SNDRV_SEQ_TIME_MODE_MASK;
		cell->event.flags |= SNDRV_SEQ_TIME_MODE_ABS;
	}
	/* enqueue event in the real-time or midi queue */
	switch (cell->event.flags & SNDRV_SEQ_TIME_STAMP_MASK) {
	case SNDRV_SEQ_TIME_STAMP_TICK:
		err = snd_seq_prioq_cell_in(q->tickq, cell);
		break;

	case SNDRV_SEQ_TIME_STAMP_REAL:
	default:
		err = snd_seq_prioq_cell_in(q->timeq, cell);
		break;
	}

	if (err < 0) {
		queuefree(q); /* unlock */
		return err;
	}

	/* trigger dispatching */
	snd_seq_check_queue(q, atomic, hop);

	queuefree(q); /* unlock */

	return 0;
}
"
15293,"[(178207, 22.036483356867322), (183997, 5.684588404170043), (180266, 5.358835478536151), (180271, 5.262966692088516), (180272, 5.262966692088516), (180267, 5.156933162403549), (180269, 5.156933162403549), (180270, 5.125531593222153), (181478, 5.124855875152214), (184878, 4.7784441218769365), (178481, 4.753487057091971), (181477, 4.711006877453412), (181472, 4.703271826435106), (181471, 4.649333044633012), (178492, 4.345984272921552), (178150, 3.9723901587032406), (185476, 3.9717357780988496), (188407, 3.9135275443314828), (182279, 3.8664814040346993), (180278, 3.7147534510612763)]","static PHP_FUNCTION(xmlwriter_set_indent_string)
{
	php_xmlwriter_string_arg(INTERNAL_FUNCTION_PARAM_PASSTHRU, xmlTextWriterSetIndentString, NULL);
}
"
139453,"[(185890, 32.83261277692727), (185736, 23.79602406899498), (186065, 19.812399105651522), (181246, 18.875815334846948), (186850, 16.19014150461961), (185753, 15.724083305861258), (185925, 15.702110094431918), (185631, 14.21423437269375), (185939, 13.742246753887374), (185749, 13.53094587498883), (186633, 13.004487524797192), (186057, 12.842806240322572), (184481, 12.288892414338392), (183432, 12.247319625080069), (186439, 12.068925548927384), (183446, 11.940494007779968), (179179, 11.224274431254349), (185269, 10.948906576163091), (184863, 10.819912382015902), (188590, 9.894144530765264)]","static bool ExecuteMoveForwardAndModifySelection(LocalFrame& frame,
                                                 Event*,
                                                 EditorCommandSource,
                                                 const String&) {
  frame.Selection().Modify(SelectionModifyAlteration::kExtend,
                           SelectionModifyDirection::kForward,
                           TextGranularity::kCharacter, SetSelectionBy::kUser);
  return true;
}
"
